date,precipitation,temperature,humidity,evapotranspiration,soil_moisture
2000-01-01,70.11599592025439,18.499104810812383,75.49436367883129,4.601398189424048,15.7751327766365
2000-01-02,15.513615227102136,23.452852089158714,66.3668650036289,1.6403946245269925,23.26423303411878
2000-01-03,165.29754591863176,16.75598226213603,30.459444486232854,7.866124714443124,21.188212668020057
2000-01-04,47.98477694858738,30.98658689857455,58.15685410601116,2.66752135653564,20.38113316307391
2000-01-05,129.82554096754183,16.488327870860154,59.16046399046186,4.500869425794895,2.204641554885692
2000-01-06,19.608581519358324,16.661227181058937,49.433745666741686,1.2681743366162461,13.948233760463108
2000-01-07,106.3446142306867,33.49573217204437,82.26195181315127,2.7153794908704305,11.904115666194555
2000-01-08,111.79546971024003,15.278330888016376,40.964514408178644,2.3680654693399075,23.958269223362123
2000-01-09,39.92887390868004,21.261464693025353,21.717132666632416,3.633625826056587,19.021668618913825
2000-01-10,136.9967509982472,19.66622119705725,58.50475001354077,3.2741474079691093,3.451358651593799
2000-01-11,84.47221430430314,26.1431556460854,63.730818129015134,3.2215911777949198,19.94164713723088
2000-01-12,102.61364847029627,36.625576105827726,43.31891084812658,5.7055956452572865,23.092640527548518
2000-01-13,46.83815214643732,16.47942464054298,44.500255489972275,5.6504117210511895,3.528890458369263
2000-01-14,39.61572661857622,25.870589799592395,95.88908073392345,8.375273564257832,7.015458918964064
2000-01-15,97.93548516182437,20.829726131067478,69.14909762407997,6.452777973159668,0.005545609037982797
2000-01-16,184.29309985514962,33.94247473115066,61.47788820502178,5.502953598124689,7.469369311784744
2000-01-17,190.63004438386403,29.566755398478836,45.02383415681977,5.08922438576438,2.982535008199746
2000-01-18,69.47814033391252,27.129614061412813,32.2800107967565,3.856315800744317,2.448634348167195
2000-01-19,188.80767772744605,20.69972849968706,57.77613050509347,3.7074146895534636,23.239265066166194
2000-01-20,164.77588141793,27.422881452577236,75.42806998746934,9.198260908859305,23.81001514277464
2000-01-21,110.21437931237068,24.510285913652645,79.28899325072219,5.0348056074233885,20.856339649935705
2000-01-22,88.32292021394804,31.405259685002495,69.2721729518565,1.6150221913629146,0.3589233165751813
2000-01-23,144.9321621215404,29.059414454613474,85.80989243491769,5.088749945599625,0.5420071619668484
2000-01-24,53.37643409130648,27.504648778463828,91.10536928473451,4.3247016295182155,21.607599678572825
2000-01-25,85.91161845364172,24.141036869366562,64.4770857012804,4.58997892176861,23.984244334556333
2000-01-26,128.36628098202644,25.113110185583434,56.58006279381976,8.256213275132815,24.619180541332653
2000-01-27,73.43132536116273,25.590538476670208,52.49993367972966,5.737807230564777,7.3397980977052875
2000-01-28,87.48840103467928,33.64451396740089,77.31293736677046,6.500273105680227,17.782634086775097
2000-01-29,63.55232112184823,23.24755076259141,51.94112637446333,6.558903089337912,18.6651539661876
2000-01-30,215.9284554560822,22.959934477410137,64.69637982591782,6.685349665269464,12.03144444525453
2000-01-31,112.55872279410518,32.70204382676998,44.92735001800099,4.309326833455866,15.729151572656889
2000-02-01,30.949810510607207,28.09324310355392,71.35190544931525,5.766309825466124,26.839990936519833
2000-02-02,97.38833681757991,18.54215825316235,44.681517956390714,3.668099425760343,5.44753263912193
2000-02-03,111.46142671080908,27.3781658130871,76.94385420879406,2.0244355725614804,22.00631598089128
2000-02-04,33.49677697878158,22.73847900219822,55.253197495817204,8.340025130896606,21.602861853468934
2000-02-05,13.486732110481086,22.424079719427393,50.924002632984866,10.148856648847712,21.62604018234747
2000-02-06,150.59226884008407,28.515268472879505,46.78529084059,3.3203634400304436,22.351618742328306
2000-02-07,38.115209910303115,21.005995740693223,40.65906088216451,2.6680930455584675,9.349481441271934
2000-02-08,56.29759517761298,23.9482768966748,89.99405182753661,2.2252154949848806,22.395528693588368
2000-02-09,106.37584602511471,24.875361655755857,55.634922549557004,6.929409314910842,20.666129321828365
2000-02-10,62.015050712084744,22.926703615107797,72.30000779327467,4.195510814894703,13.492762617052124
2000-02-11,127.33780315411136,19.054379075797108,59.68463530894075,3.7869271123425436,11.344328665865122
2000-02-12,86.03401952853126,28.446677478961096,66.35790520202599,2.8528473557679277,25.058691820201343
2000-02-13,133.7030471788326,24.773652143293855,73.11689762819358,7.506383845047939,3.2193381383943356
2000-02-14,65.41943449037741,19.331129153819745,57.57660460798383,4.55883265250284,21.225849940241893
2000-02-15,78.22189062175609,27.33365471125506,54.71624199938111,6.433729355635258,22.329178147839283
2000-02-16,148.4297777723514,30.124138196669684,41.981866115721424,6.805595326572845,15.062351135415177
2000-02-17,175.5701463006768,20.264237114550117,84.98679265237706,3.422456173478308,15.696328312212643
2000-02-18,97.75991564900455,21.38926148940434,84.30701408023882,3.9422214599514476,26.577571724028804
2000-02-19,18.639025794491985,18.75427817335226,68.87229211748517,3.6828943404585877,12.229119227271548
2000-02-20,168.55941102969993,15.09032254373218,83.47719539845728,8.23771001504502,9.888569402470582
2000-02-21,131.5453342994312,23.927796767144358,45.010821760840265,4.832840868029402,13.9678256772841
2000-02-22,96.97672277565364,25.19668804963063,63.65682700551356,4.401242412107193,28.013234017481288
2000-02-23,149.1685112405026,21.619194020207036,69.27656284518501,5.82776675817504,6.500613018318929
2000-02-24,86.1075104137467,23.471601037063483,56.431667488673945,4.655600851693221,0.5642202030363455
2000-02-25,19.112843604078904,25.99962141701233,90.11745127483312,7.515826231052948,15.572264751367783
2000-02-26,153.02315262618242,35.768642370418256,58.12988869401822,6.542379192789225,3.8553025836743244
2000-02-27,77.590665899746,18.478372813790067,38.343727718702524,8.899713967235563,17.523879833634833
2000-02-28,143.24736710123793,26.91937693809278,45.84989820410905,3.84412228946499,16.326229489621184
2000-02-29,103.80456502696244,27.834543528644264,48.25653201479882,1.5248731611591602,13.417722122752277
2000-03-01,65.04106438406683,22.10620537504361,72.30719956713558,2.3992377755073733,16.128173377183927
2000-03-02,79.27795318261826,20.537329631767587,70.57672053155596,6.689857171129751,1.1078025931997209
2000-03-03,75.83557609284179,27.55372140310155,45.19119423554711,-0.06531076566192429,2.132007317738767
2000-03-04,85.68153793215018,24.530196103396506,52.89166780018411,2.9214981082381586,21.147350662759962
